"Player","Game Type","Total Hands","VPIP","PFR","3Bet","vs 3Bet Fold%","WTSD%","Agg","Flop CBet%","Turn CBet%","Flop Fold vs Cbet","bb/100"
"GoGimmi (PS)","€0,01/€0,02 NL Fast Holdem","3504","14,04","11,78","4,73","53,33","28,96","2,15","78,23","38,10","71,43","-4,11"
"GoGimmi (PS)","€0,01/€0,02 NL Holdem","1","0,00","0,00","na","na","na","0,00","na","na","na","0,00"
