"Player","Game Type","Total Hands","VPIP","PFR","3Bet","vs 3Bet Fold%","WTSD%","Agg","Flop CBet%","Turn CBet%","Flop Fold vs Cbet","bb/100"
"lakystryke (PS)","€0,01/€0,02 NL Fast Holdem","4147","12,51","8,98","4,18","21,95","34,68","2,00","49,62","72,00","47,50","-4,94"
"lakystryke (PS)","€0,01/€0,02 NL Holdem","4","0,00","0,00","0,00","na","na","0,00","na","na","na","-62,50"
