"Player","Game Type","Total Hands","VPIP","PFR","3Bet","vs 3Bet Fold%","WTSD%","Agg","Flop CBet%","Turn CBet%","Flop Fold vs Cbet","bb/100"
"frank pintor (PS)","€0,02/€0,05 NL Fast Holdem","498","18,37","12,94","5,64","16,67","29,69","2,00","38,46","50,00","54,55","-1,53"
"frank pintor (PS)","€0,05/€0,10 NL Fast Holdem","2754","17,48","12,26","4,73","34,09","27,92","1,96","36,84","46,67","52,44","11,75"
"frank pintor (PS)","€0,05/€0,10 NL Holdem","1","0,00","0,00","na","na","na","0,00","na","na","na","0,00"
