"Player","Game Type","Total Hands","VPIP","PFR","3Bet","vs 3Bet Fold%","WTSD%","Agg","Flop CBet%","Turn CBet%","Flop Fold vs Cbet","bb/100"
"SoLoUnCuOrE (PS)","€0,01/€0,02 NL Fast Holdem","1209","13,98","9,57","3,54","20,00","30,43","2,22","94,29","61,11","40,74","15,10"
"SoLoUnCuOrE (PS)","€0,02/€0,05 NL Fast Holdem","4066","17,12","12,05","4,57","47,30","32,19","1,33","82,84","46,00","46,67","-18,93"
