"Player","Game Type","Total Hands","VPIP","PFR","3Bet","vs 3Bet Fold%","WTSD%","Agg","Flop CBet%","Turn CBet%","Flop Fold vs Cbet","bb/100"
"NightWish73 (ONG)","€0,02/€0,05 NL Holdem","3009","12,35","9,97","3,94","42,42","32,98","1,78","58,87","48,15","65,85","18,15"
"NightWish73 (ONG)","€0,05/€0,10 NL Holdem","79","17,33","14,67","12,00","na","40,00","0,29","50,00","0,00","na","-21,90"
