"Player","Game Type","Total Hands","VPIP","PFR","3Bet","vs 3Bet Fold%","WTSD%","Agg","Flop CBet%","Turn CBet%","Flop Fold vs Cbet","bb/100"
"fantomas68 (ONG)","€0,02/€0,05 NL Holdem","3291","23,80","6,60","3,39","55,56","31,48","2,10","50,68","71,43","64,79","-9,03"
