"Player","Game Type","Total Hands","VPIP","PFR","3Bet","vs 3Bet Fold%","WTSD%","Agg","Flop CBet%","Turn CBet%","Flop Fold vs Cbet","bb/100"
"BRAZIL189 (PS)","€0,02/€0,05 NL Fast Holdem","6520","12,13","7,75","1,40","41,03","26,64","1,60","41,90","52,63","59,06","-4,38"
"BRAZIL189 (PS)","€0,01/€0,02 NL Fast Holdem","525","12,87","8,93","2,38","28,57","28,57","2,00","55,56","50,00","53,33","0,76"
