"Player","Game Type","Total Hands","VPIP","PFR","3Bet","vs 3Bet Fold%","WTSD%","Agg","Flop CBet%","Turn CBet%","Flop Fold vs Cbet","bb/100"
"Ivanzar82 (PS)","€0,01/€0,02 NL Holdem","6","66,67","33,33","0,00","0,00","100,00","1,50","100,00","100,00","0,00","5383,33"
"Ivanzar82 (PS)","€0,01/€0,02 NL Fast Holdem","3447","19,66","12,70","2,93","38,46","26,56","1,95","70,80","29,03","56,82","12,94"
