"Player","Game Type","Total Hands","VPIP","PFR","3Bet","vs 3Bet Fold%","WTSD%","Agg","Flop CBet%","Turn CBet%","Flop Fold vs Cbet","bb/100"
"AWOutBank (PS)","€0,05/€0,10 NL Holdem","4573","24,34","20,85","8,70","54,10","24,67","4,36","64,10","48,96","51,47","-0,52"
