"Player","Game Type","Total Hands","VPIP","PFR","3Bet","vs 3Bet Fold%","WTSD%","Agg","Flop CBet%","Turn CBet%","Flop Fold vs Cbet","bb/100"
"albyyyyyyy (PS)","€0,05/€0,10 NL Holdem","4694","22,47","17,41","5,19","75,00","26,36","2,60","67,03","48,05","60,58","-6,60"
"albyyyyyyy (PS)","€0,05/€0,10 NL Fast Holdem","619","21,82","18,02","6,53","73,68","18,46","3,50","53,57","33,33","54,55","-17,59"
