"Player","Game Type","Total Hands","VPIP","PFR","3Bet","vs 3Bet Fold%","WTSD%","Agg","Flop CBet%","Turn CBet%","Flop Fold vs Cbet","bb/100"
"Hysoka1981 (PS)","€0,01/€0,02 NL Holdem","10","50,00","20,00","0,00","na","75,00","0,38","50,00","100,00","na","135,00"
"Hysoka1981 (PS)","€0,01/€0,02 NL Fast Holdem","5785","31,38","7,14","1,65","67,27","27,72","3,71","74,66","82,00","72,45","7,34"
