"Player","Game Type","Total Hands","VPIP","PFR","3Bet","vs 3Bet Fold%","WTSD%","Agg","Flop CBet%","Turn CBet%","Flop Fold vs Cbet","bb/100"
"u_PruPPu (PS)","€0,05/€0,10 NL Holdem","5873","20,04","16,73","7,33","53,10","29,44","2,73","55,45","51,35","65,08","-4,71"
"u_PruPPu (PS)","€0,05/€0,10 NL Fast Holdem","3437","18,46","15,60","6,44","64,06","27,10","2,02","46,20","46,67","62,07","34,53"
