"Player","Game Type","Total Hands","VPIP","PFR","3Bet","vs 3Bet Fold%","WTSD%","Agg","Flop CBet%","Turn CBet%","Flop Fold vs Cbet","bb/100"
"Clacalobill (PS)","€0,05/€0,10 NL Fast Holdem","586","22,40","19,05","8,57","75,00","23,73","7,14","74,36","50,00","57,14","63,92"
"Clacalobill (PS)","€0,05/€0,10 NL Holdem","3345","24,00","20,27","8,02","70,11","25,77","3,47","74,00","40,48","65,00","1,83"
