"Player","Game Type","Total Hands","VPIP","PFR","3Bet","vs 3Bet Fold%","WTSD%","Agg","Flop CBet%","Turn CBet%","Flop Fold vs Cbet","bb/100"
"0Bjecti0N (PS)","€0,05/€0,10 NL Fast Holdem","461","19,64","18,06","9,09","84,62","22,22","2,33","66,67","80,00","42,86","10,74"
"0Bjecti0N (PS)","€0,02/€0,05 NL Fast Holdem","1154","15,38","14,15","4,87","75,00","23,81","2,22","61,36","42,86","36,36","11,53"
"0Bjecti0N (PS)","€0,05/€0,10 NL Holdem","1","100,00","0,00","0,00","na","0,00","0,00","na","na","100,00","-250,00"
