"Player","Game Type","Total Hands","VPIP","PFR","3Bet","vs 3Bet Fold%","WTSD%","Agg","Flop CBet%","Turn CBet%","Flop Fold vs Cbet","bb/100"
"silverkoral (PS)","€0,01/€0,02 NL Fast Holdem","1276","31,23","5,66","0,72","20,00","33,61","1,71","82,14","75,00","61,11","-26,21"
