"Player","Game Type","Total Hands","VPIP","PFR","3Bet","vs 3Bet Fold%","WTSD%","Agg","Flop CBet%","Turn CBet%","Flop Fold vs Cbet","bb/100"
"elyely82 (PS)","€0,05/€0,10 NL Fast Holdem","2234","9,77","3,37","1,18","33,33","26,44","1,67","60,87","66,67","53,19","-1,59"
